text,text_clean,sentiment
"tempat makan ini nengusung konsep kembali to alam , kita makan di saung . dan sepanjang jalan menuju saung kita akan disuguhi pemandangan indah . suasana makan cukup nyaman , pelayanan cepat . rasanya enggan pulang , harga relatif standart tidak mahal untuk sekelas itu . rasa makanan sebenarnya standart saja , yang pasti suasana yang mantap .",makan nengusung konsep to alam makan saung jalan tuju saung suguh pandang indah suasana makan nyaman layan cepat enggan pulang harga relatif standart tidak mahal kelas makan standart suasana mantap,positive
"memberi cabai nya tidak pelit , masak nya cepat banget , rasanya enak , cuma kurang sayuran saja . tapi enak",cabai tidak pelit masak cepat enak sayur enak,positive
saya tadinya penasaran dengan tempat ini karena di tempat nya banyak sekali foto-foto kunjungan para artis ke tempat ini tapi pas saya pesan makanan unggulan di tempat ini saya rasa tidak setinggi pemikiran saya yang ada biasa saja dan keras . jadi aneh bagi saya tempat ini bisa sebegitu terkenal nya,penasaran foto kunjung artis pas pesan makan unggul tidak pikir keras aneh kenal,negative
"kang , jalan di muararajeun baru , baru sebulanan dibenarkan , sudah rusak lagi . yang mengerjakan seperti tidak serius",kang jalan muararajeun rusak kerja tidak serius,negative
jangan pernah kecewa dengan apa yang diberikan oleh tuhan,kecewa tuhan,positive
"masakan jepang ada yang saya suka dan ada yang tidak , tapi dengan menu masakan yang satu ini karubi pas di lidah saya dan keluarga . dan tempat ini juga menyediakan tempat bermain untuk anak-anak harga makan di resto ini agak tinggi sih . tapi enak sekali masakan nya .",masakan jepang suka tidak menu masakan karubi pas lidah keluarga sedia main anak harga makan resto enak masakan,positive
"tempat nya sih biasa saja , tidak ada yang istimewa . bahkan menurut saya , tempat nya ini menjadi sedikit nilai minus untuk penilaian kali ini . parkir yang tidak terlalu luas serta dekorasi ruang makan yang biasa saja . tapi lain lagi kalau kita bicara soal makanan . karena untuk urusan ini , red. dipo punya banyak nilai plus . makanan nya bervariasi dengan rasa yang di atas rata-rata .",tidak istimewa nilai minus nilai parkir tidak luas dekorasi ruang makan bicara makan urus red dipo nilai plus makan variasi,positive
"makan kaki kambing paha yang empuk dan lumayam besar untuk ukuran medium , pas untuk satu orang , makan tanpa nasi , dengan es lemon tea . segar kekurangan nya hanya tempat nya berasap , wajar kan namanyanjg kambing bakar hehehe",makan kaki kambing paha empuk lumayam ukur medium pas orang makan nasi es lemon tea segar asap wajar namanyanjg kambing bakar,positive
bukti bahwa sunda memang gudang mode dan makanan . tidak dapat dijelaskan bagaimana enak nya bakmi parahiyangan . pokok nya pasti ketagihan,bukti sunda gudang mode makan tidak enak bakmi parahiyangan pokok tagih,positive
sebenarnya barang kw juga banyak yang bagus kualitas . seringkali nih ya ternyata pas kita lihat eh ternyata barang nya memang bagus bahan nya,barang kw bagus kualitas seringkali nyata pas lihat eh nyata barang bagus bahan,positive
"melihat itu kader demokrat ribut dengan pak hnw dari pks , hanya karena demiz tidak jadi dicalonkan , jijik baca nya",lihat kader demokrat ribut hnw partai adil sejahtera demiz tidak calon jijik baca,negative
"saat makan di sini kebetulan saat libur panjang kemerdekaan 17 agustus . diperlukan waktu 40 menit lebih untuk antre . sistem pesan terlebih dahulu saat reservasi tidak diijinkan , padahal dapat menghemat waktu . tempat solat berada di depan pintu masuk dan permainan seni yang dimainkan sangat berdekatan dengan musola sehingga sangat menganggu ibadah . satu hal yang paling menakjubkan adalah suasana alam yang menyatu .",makan libur merdeka   agustus   menit lebih antre sistem pesan lebih reservasi tidak izin hemat salat pintu masuk main seni main musola menganggu ibadah takjub suasana alam,positive
"tak usah nonton film itu , bahasa jawa semua . sudah tidak mengerti , tidak punya teks , jelek lagi film nya . tindak pantas tayang di layar besar .",tonton film bahasa jawa tidak erti tidak teks jelek film tindak pantas tayang layar,negative
cha-cha itu makanan ringan terenak dan tepat buat menemani waktu tugas,cha cha makan ringan enak tani tugas,positive
"ini si monyet bawah gua , nama nya saja anonim pengecut pakai simbol , bisa nya cuma mengatakan orang , memang hidup situ benar anjing ? nama saja tidak berani sebut , malu ya mending apa takut ?",monyet gue nama anonim kecut pakai simbol orang hidup situ anjing nama tidak berani malu mending takut,negative
kami sudah bosan dengan janji-janji kalian,bosan janji,negative
"tempat yang cocok untuk relax dengan keluarga , pelayanan nya bagus , makanan enak dan yang pemandangan / pemandangan nya mantap .",cocok relax keluarga layan bagus makan enak pandang pandang mantap,positive
fadli zon anjing kau . tidak usah kau sok polos .,fadli zon anjing tidak sok polos,negative
paling enak di sini tuna mayo pizza nya yang pinggir nya pakai cheesy bites . harga cukup murah . pelayanan cukup baik . tempat strategis .,enak tuna mayo pizza pinggir pakai cheesy bites harga murah layan baik strategis,positive
sulit sekali mengerti orang yang merasa selalu benar,sulit erti orang,negative
"bagaimana tidak romantis , udara dingin , suasana yang tenang dengan makanan yang lezat sambil menikmati keindahan kota bandung . sangat romantis sekali",tidak romantis udara dingin suasana tenang makan lezat nikmat indah kota bandung romantis,positive
nanda mulai bekerja di dhl indonesia bulan depan,nanda kerja dhl indonesia,neutral
omongan nya pak anies itu suka kebalikkan nya . kalau percaya terus menerus bisa gila .,omong anies suka percaya gila,negative
"saya datang dengan pasangan untuk liburan . tempat ini sangat asri , sejuk . pemandangan sangat menarik . makanan tidak terlalu mahal tetapi menggugah selera .",pasang libur asri sejuk pandang tarik makan tidak mahal gugah selera,positive
"rasa enak banget ! wajib dicoba buat pecinta ayam bakar . harga pun sepadan . lebih enak kalau makan bareng-bareng sama keluarga tercinta , tempat makan nya enak .",enak wajib coba cinta ayam bakar harga padan lebih enak makan bareng keluarga cinta makan enak,positive
"rakyat mah tidak panik sudah biasa hampir 4 tahun belakangan ini di kibulin terus , istana itu yang panik segala jurus tipu sudah dikeluarkan tetapi tidak mempan rakyat nya dah pada pinter , kecuali penghuni kolam butek yang masih senang diumpankan tipu tipu hap hap hap",rakyat tidak panik   kibul istana panik jurus tipu tidak mempan rakyat pintar kecuali huni kolam butek senang umpan tipu tipu hap hap hap,negative
"alhamdulillah , warga perbatasan bisa merasakan buah dari pembangunan . kita yang sudah lama menikmati mereka menunggu 72 tahun setelah merdeka dan sekarang 73 tahun merasakan nya . terima kasih pak jokowi , dari awal saya memang tidak pernah benci pak jokowi , justru saya salut sama beliau .",alhamdulillah warga batas buah bangun nikmat tunggu   merdeka   terima kasih jokowi tidak benci jokowi salut beliau,positive
"berlokasi di daerah ciumbuleuit , agak terpencil . tapi kafe ini sudah cukup lama ada , tadinya hanya berupa halaman rumah yang di sulap menjadi tempat makan terbuka di taman . sederhana dan sunyi , buat mereka yang ingin nongkrong di cafe tanpa keributan / hiruk pikuk dan terlalu banyak orang , di sini tempat nya . makanan cukup oke dan bisa bersama lama .",lokasi daerah ciumbuleuit pencil kafe upa halaman rumah sulap makan buka taman sederhana sunyi nongkrong cafe ribut hiruk pikuk orang makan oke,positive
ingin marah ke indosat,marah indosat,negative
"kampung bareto terletak di dataran tinggi bandung utara . menyajikan makanan indonesia dan makanan barat dengan saung lesehan dan meja makan . bisa juga digunakan untuk pertemuan keluarga , arisan dan makan bersama teman dalam jumlah banyak . cocok untuk menjamu tamu dan bersantai . setiap malam minggu disajikan musik live . tersedia juga kolam ikan untuk memancing . harga makanan di bawah 100k id. suasana nya tenang dengan pelayan yang sangat baik .",kampung bareto letak datar bandung utara saji makan indonesia makan barat saung leseh meja makan temu keluarga arisan makan teman cocok jamu tamu santa malam minggu saji musik live sedia kolam ikan pancing harga makan   k id suasana tenang layan baik,positive
"yusri maling dan kepala maling di belakang nya . ayo pejabat jakarta , cabut ktp dki nya . rakyat miskin yang sudah dibantu dari pajak orang-orang beruang kok bergaya lagi .",yusri maling kepala maling ayo jabat jakarta pergi kartu tanda duduk daerah khusus ibukota rakyat miskin bantu pajak orang beruang gaya,negative
"senang sekali bisa berkunjung di ayam penyet bu tris , banyak menu yang tersedia , tapi pada saat itu saya hanya mencoba makanan sate , sungguh nikmat dan romantis sekali makan sambil ditemani dengan alunan live musik .",senang kunjung ayam penyet bu tris menu sedia coba makan sate sungguh nikmat romantis makan tani alun live musik,positive
"pertama kali saya makan di sini secara tidak sengaja karena melihat antrean orang di depan restauran . rasanya enak , porsi mengenyangkan , harga terjangkau . kalau tidak terlalu lapar , sebaiknya pesan 1 / 2 porsi saja .",makan tidak sengaja lihat antre orang restauran enak porsi kenyang harga jangkau tidak lapar baik pesan     porsi,positive
nasi goreng hijau tren botti nya enak . yang lain oke-oke saja . jus lumayan seger . tempat nya lumayan buat ngumpul-ngumpul sama keluarga .,nasi goreng hijau tren botti enak oke jus lumayan segar lumayan ngumpul ngumpul keluarga,positive
"kalau menurut kami ini merupakan restoran rekomendasi di bandung dari awal datang pelayanan nya bagus bagus pelayanan selain itu pemandangan di sini juga kece banget , makanan nya juga enak . tidak menyesal deh datang ke sini",rupa restoran rekomendasi bandung layan bagus bagus layan pandang kece makan enak tidak sesal deh,positive
"dasar gubernur tidak bermutu , pecat saja dari gubernur .",dasar gubernur tidak mutu pecat gubernur,negative
"keren sekali tempat nya , benar benar sesuai dengan nama nya the 18th restoran dan lounge . nyaman sekali tempat nya . cocok banget buat makan sama keluarga . rata rata yang ke sini sama pasangan nya sih . tapi sama kelurga juga lebih asik kok . pelayan nya baik banget , ramah pula . untuk harga makan nya juga standar kok",keren sesuai nama the   th restoran lounge nyaman cocok makan keluarga pasang kelurga lebih asyik layan baik ramah harga makan standar,positive
"makan siang yang memuaskan . menu dengan buffet system , rasa enak dengan penyajian yang uni juga cara menikmati nya dengan makan langsung beralaskan daun pisang . sensasional . mencoba menu tutut yang dimasak kuning dan jengkol crispy , it s incredible but quite yummy . rekomendasi .",makan siang muas menu buffet sistem enak saji uni nikmat makan langsung alas daun pisang sensasional coba menu tutut masak kuning jengkol crispy it incredible but quite enak rekomendasi,positive
"mantap sekali , ambo kue lembut dan legit , kuah yang banyak , lokasi dan tempat terbatas . di sini jual juga makanan lain seperti nasi tim ayam yang enak",mantap ambo kue lembut legit kuah lokasi batas jual makan nasi tim ayam enak,positive
"seorang teman mengajak hang out saat sore , sayang nya tempat parkir hanya muat tidak lebih dari 5 mobil . jadi susah dan lumayan menghabiskan waktu yang lama hanya untuk mencari tempat parkir .",orang teman ajak hang out sore sayang parkir muat tidak lebih   mobil susah lumayan habis cari parkir,positive
makanan nya enak dan variasi makanan lumayan banyak . buka sampai malam dan cocok untuk yang cari makanan di malam hari,makan enak variasi makan lumayan buka malam cocok cari makan malam,positive
"auto mual , mie nya kelembekan , molor nya hancur , cuek",auto mual mie lembek molor hancur cuek,negative
kubu djarot klaim unggul di real count sementara,kubu djarot klaim unggul real count,neutral
"pun tahu , cap cay , kangkung nya lumayan tapi kepiting saus padang nya mengecewakan kami dikasih kepiting yang kopong akhir kami tidak makan kepting nya dan dikembalikan .",cap cay kangkung lumayan kepiting saus padang kecewa kasih kepiting kopong tidak makan kepting,negative
"kericuhan yang terjadi pengujung debat kedua pilgub jabar pada 14 mei 2018 yang lalu , menimbulkan silang pendapat dari para kontestan debat .",ricuh ujung debat pilih gubernur jabar   mei   timbul silang kontestan debat,neutral
yamien manis nya mirip banget dengan mi nursijan yang asli yang sekarang sudah tidak ada lagi karena si angka nya sudah almarhum . nasi goreng nya juga rekomendasi,yamien manis mi nursijan asli tidak angka almarhum nasi goreng rekomendasi,positive
"semakin sedikit engkau berbicara tentang kualitas mu , semakin orang ikhlas menghargai kehebatan mu",engkau bicara kualitas mu orang ikhlas harga hebat mu,positive
"paketan nya murah dan setimpal banget , aku pakai unlimited 60k sinyal bagus , bisa streaming terus-terusan . meskipun sup nya turun tetapi tetap bisa internetan . tidak kuatir kuota habis , tidak perlu merek-merek kuota lagi . tidak menyesal beli ini .",paket murah timpal pakai unlimited   k sinyal bagus streaming sup turun internetan tidak kuatir kuota habis tidak merek kuota tidak sesal beli,positive
"mengapa poor ? dulu waktu saya makan di sana , interior belum bagus , parkir juga susah , rasa makanan semua manis termasuk sayur asem nya .",poor makan interior bagus parkir susah makan manis masuk sayur asem,negative
"menurut sby , yang dipilih dari pilkada adalah sosok bukan partai politik .",susilo bambang yudhoyono pilih pilih kepala daerah sosok partai politik,neutral
"untuk warga bandung yang senang menikmati kuliner bandung , pasti nya tahu restoran satu ini . sejak saya kecil orang tua saya kerap membawa saya untuk menikmati sate yang satu ini . ukuran nya yang cukup besar serta bumbu kacang nya yang khas selalu memaksa saya untuk kembali lagi ke restoran ini . bagi anda yang belum pernah mencoba nya , saya sangat merekomendasikan restoran ini !",warga bandung senang nikmat kuliner bandung restoran orang tua kerap bawa nikmat sate ukur bumbu kacang khas paksa restoran coba rekomendasi restoran,positive
